label,data
0,menyumbangkan waktu untuk membaca cerita kepada anak-anak yatim piatu memberikan kebahagiaan
0,melihat senyuman bahagia pasien di rumah sakit membuat saya merasa terharu
0,menonton film komedi bersama teman-teman adalah cara yang baik untuk menghibur diri
0,berbagi kebaikan dengan orang yang kurang beruntung memberikan rasa berai dalam hidup
0,menghabiskan waktu di alam terbuka bersama keluarga adalah momen yang berharga
0,merayakan hari ulang tahun bersama teman-teman membuat hari menjadi lebih istimewa
0,menyumbangkan mainan bekas kepada anak-anak di panti asuhan membuat hati saya hangat
0,menerima surat cinta dari seseorang membuat hari saya menjadi lebih cerah
0,berbicara dengan nenek di telepon memberikan rasa terhubung dengan keluarga
0,berpaisipasi dalam kegiatan sosial di lingkungan membuat komunitas menjadi lebih baik
0,menonton peunjukan seni dengan teman-teman adalah cara yang baik untuk mengapresiasi budaya
0,merayakan keberhasilan bersama tim kerja memberikan rasa kebersamaan yang kuat
0,berbagi makanan dengan orang tunawisma membuat perbedaan di masyarakat
0,menghabiskan waktu di taman bersama keluarga adalah momen yang menyenangkan
0,melihat senyuman bahagia anak-anak di panti asuhan saat diberi makanan membuat hati saya hangat
0,mengunjungi tempat wisata lokal bersama teman-teman adalah pengalaman yang menyenangkan
0,berpaisipasi dalam proyek sukarela memberikan rasa pemenuhan yang mendalam
0,berbicara dengan sahabat lama membuat saya merasa lebih dekat dengan mereka
0,menonton film favorit bersama keluarga di rumah adalah hiburan yang menyenangkan
0,bermain game online dengan teman-teman adalah cara yang menyenangkan untuk bersosialisasi
0,menerima pelukan hangat dari anak-anak membuat saya merasa dicintai
0,merencanakan liburan bersama keluarga memberikan sesuatu untuk dinantikan
0,membantu tetangga dalam pekerjaan rumah tangga membuat hubungan tetangga menjadi lebih baik
0,mendengarkan musik favorit di malam hari adalah cara yang baik untuk bersantai
0,bermain dengan anak-anak di lingkungan membuat saya merasa berkontribusi pada masa depan
0,menyumbangkan pakaian bekas kepada yang membutuhkan memberikan rasa berai dalam hidup
0,mengikuti kelas seni membuat saya merasa lebih kreatif
0,menyanyi bersama teman-teman di acara karaoke adalah hiburan yang menyenangkan
0,melihat bunga-bunga mekar di taman adalah pemandangan yang indah
0,berbicara dengan sahabat lama membuat nostalgia masa lalu kembali
0,menghabiskan waktu di pantai bersama keluarga adalah momen yang berharga
0,merayakan pencapaian pribadi memberikan rasa bangga pada diri sendiri
0,menyelesaikan tugas sekolah dengan baik membuat orang tua bangga
0,mengikuti kelas yoga memberikan rasa relaksasi dan ketenangan
0,bermain dengan anak-anak di taman adalah cara yang baik untuk menghabiskan waktu
0,menerima hadiah dari orang tersayang membuat saya merasa dihargai
0,membaca buku tentang petualangan membawa saya ke tempat-tempat yang jauh
0,menghadiri perayaan budaya bersama teman-teman adalah cara yang baik untuk memahami keragaman
0,merayakan ulang tahun bersama teman-teman membuat hari menjadi lebih spesial
0,menyumbangkan mainan kepada anak-anak yang membutuhkan memberikan kebahagiaan
0,berbicara dengan sahabat lama membuat saya tersenyum sepanjang hari
0,menonton film komedi bersama keluarga adalah cara yang baik untuk bersantai
0,berpaisipasi dalam kegiatan amal memberikan perasaan kepemilikan yang kuat
0,menghadiri konser musik bersama sahabat-sahabat adalah pengalaman yang tidak terlupakan
0,merayakan keberhasilan bersama kolega membuat hubungan kerja menjadi lebih erat
0,berbagi makanan dengan orang tunawisma memberikan rasa berai dalam hidup
0,menghabiskan waktu di taman bersama keluarga adalah momen yang berharga
0,aku senang melihat kamu tersenyum setiap hari
0,kamu adalah sumber inspirasi bagi banyak orang di sekitarmu
0,aku bangga memiliki teman sepeimu yang selalu mendukung
0,kamu selalu memberikan semangat kepada teman-temanmu dalam setiap situasi
0,aku yakin kamu memiliki potensi besar untuk meraih impianmu
0,kamu adalah orang yang sangat berai dalam hidupku
0,aku bersyukur memiliki sahabat setia sepei kamu
0,kamu selalu menjaga kebaikan di dalam hatimu
0,aku percaya kamu mampu mengatasi segala tantangan yang datang
0,kamu adalah contoh yang baik bagi orang lain dengan sikapmu yang ramah
0,aku mengagumi dedikasi dan kerja kerasmu dalam mencapai cita-citamu
0,kamu selalu memberikan dukungan yang tidak terbatas kepada orang-orang di sekitarmu
0,aku terinspirasi oleh kebaikan hatimu yang selalu kamu tunjukan kepada semua orang
0,kamu adalah pelangi di tengah badai bagi banyak orang
0,aku berharap kamu selalu mendapatkan kebahagiaan yang kamu berikan kepada orang lain
0,kamu adalah sosok yang sangat dihormati oleh banyak orang karena kebaikanmu
0,aku merasa beruntung memiliki teman sebaik kamu dalam hidupku
0,kamu adalah motivasi bagi banyak orang untuk terus berjuang
0,aku selalu berdoa agar kamu mendapatkan semua kebaikan yang kamu berikan kepada orang lain
0,kamu adalah cahaya di dalam kegelapan bagi banyak orang
0,aku ingin kamu tahu betapa berharganya kamu bagi orang-orang di sekitarmu
0,kamu adalah teladan yang patut diikuti oleh banyak orang karena sikapmu yang baik
0,aku percaya kamu memiliki potensi untuk mencapai semua impianmu
0,kamu adalah teman sejati yang selalu ada di saat-saat sulit
0,aku sangat bersyukur memiliki seseorang sepei kamu dalam hidupku
0,kamu adalah motivasi yang membuatku terus maju dan berkembang
0,aku selalu terinspirasi oleh tekad dan kegigihanmu dalam menghadapi tantangan
0,kamu adalah panutan yang membuat banyak orang termotivasi untuk menjadi lebih baik
0,aku percaya bahwa kamu memiliki kekuatan untuk mengubah dunia dengan kebaikanmu
0,kamu adalah pilar yang kuat dalam kehidupan banyak orang di sekitarmu
0,aku sangat menghargai kerendahan hatimu dalam melayani orang lain
0,kamu adalah contoh yang nyata akan pentingnya berbagi kasih sayang kepada sesama
0,aku selalu berdoa agar kamu mendapatkan kesuksesan yang kamu impikan
0,kamu adalah teman terbaik yang selalu mendengarkan dan memahami
0,aku yakin bahwa kamu memiliki kemampuan untuk mencapai semua impianmu
0,kamu adalah sosok yang penuh cinta dan kebaikan
0,aku bersyukur bisa memanggilmu sebagai teman dalam setiap langkah hidupku
0,kamu adalah inspirasi bagi banyak orang dengan kebaikan hatimu
0,aku ingin kamu tahu bahwa aku selalu mendukungmu dalam setiap keputusan yang kamu ambil
0,kamu adalah salah satu dari sedikit orang yang membuat dunia ini menjadi tempat yang lebih baik dengan kebaikanmu
0,anjingku sehat sih kayaknya
0,fadli zon meminta menteri dalam negeri segera menonaktifkan ahok jadi gubernur daerah khusus ibukota
0,mereka terus melukai aksi dalam rangka memenjarakan ahok atau ahok gagal dalam pilihan kepala daerah
0,sylvi bagaimana gurbernur melakukan kekerasan perempuan buktinya banyak ibu mau foto bareng debat final pemilihan kepala daerah jakarta
0,ahmad dhani tidak puas debat pilihan kepala daerah masalah jalan di bekasi belum sempat terungkap
0,waspada kartu tanda penduduk palsu kawal pilihan kepala daerah
0,masih banyak hal agamis yang bisa dibahas kenapa ke pilihan kepala daerah terus apa tingkat keimanan anda cuma sebatas pilihan kepala daerah
0,apa maksud pernyataan anda apa anda mengaminkan kriminalisasi ahok hati juga dengan mulutmu pak
0,ahok akan integrasikan transpoasi publik dengan sistem single ticketing kamu infotribun
0,ahok mampu melawan korupsi di ibu kota bangun infrastruktur mencoba memperbaiki dengan berbagai trobosan dan works well
0,awasi kecurangan pilihan kepala daerah agus - sylvi pakai aplikasi ini
0,bisa tidak kita sepei jokowi dan ahok aku kalem kamu tegas saling melengkapi '
0,bos mau makan di istana tidak di undang itu makan di istana gebang tapinya
0,cuti habis ahok jadi gubernur daerah khusus ibukota lagi pengamat jangan mengada-ada republika online
0,debat terakhir pilihan kepala daerah daerah khusus ibukota jakaa digelar jumat malam
0,demonstran fpd malteng desak badan pengawas pemilihan umum hentikan sementara tahapan pilihan kepala daerah maluku tengah
0,dulu didesak berhentikan ahok berkilah usai masa cuti pilihan kepala daerah sekarang kampanye mau habis kementerian dalam negeri ragu-ragu
0,gila gara pilihan kepala daerah beberapa tokoh menampakkan watak aslinya
0,gontor izinkan santrinya pulang kampung mencoblos pilihan kepala daerah daerah khusus ibukota republika online
0,gubernur non-aktif daerah khusus ibukota jakaa basuki tjahaja purnama atau ahok berencana merombak struktur jabatan pegawai
0,hebat imam besar masjid istiqlal kalimat ahok tidak ada penistaan agama sebarkan
0,ibu saja kalau beli telur pakai memilih sebelum ditimbang pdh telur kan mirip ibu itu tahu telur ada yang busuk
0,ini jawaban ahok saat ditanya terkait persiapan debat pilihan gubernur terakhir besok
0,ini pesan ahok di hari pers nasional kitapastipernah
0,istighotsah bersama ahok catut logo nu
0,itu yang berbicara jangan pilih ahok djarot pernah merasakan banjir tidak sih
0,iya saja deh daripada hoaks
0,jadi teringat para pelacur belia yang dijual orang tuanya sendiri di pantura demi sesuap nasi
0,jadi yang menyebar hoaks ketahuan dong ada akun twitter nya lo
0,empok tolong mas
0,ke bidara beli mangga pulang nya liwat slipi jangan lupa ingatkan tetangga untuk memilih agus sylvi harilagimilihahy agusbersamaulama
0,serius tapi ada selipan hiburannya sudah di ude sudah di ude sudah di ude pilkadadki debat final pemilihan kepala daerah jakarta
0,sylvie sukses blunder bikin pasangan calon drop elektabilitasnya dengan fitnah dan spin salah pilih kader debat final pemilihan kepala daerah jakarta
0,ahok mari berlomba program debat final pemilihan kepala daerah jakarta
0,debat final pemilihan kepala daerah jakarta aduh kecewa peanyaan pasangan calon
0,debat final pemilihan kepala daerah jakarta saya pilih nomor sektor informal akan dimajukan mas agus dan empok sylvi
0,ahok pilihan terbaik untuk jakaa
0,debat final pemilihan kepala daerah jakarta bu silvy curhat karena pernah dimarahi sama pak ahok hehe
0,mantap pak ahok debat final pemilihan kepala daerah jakarta
0,ahok gagah kayak gatot kaca debat final pemilihan kepala daerah jakarta
0,telaaaakkk nomer satuuuu nghahahaha debat final pemilihan kepala daerah jakarta
0,lomba adu program debat final pemilihan kepala daerah jakarta skaksilvi
0,debat final pemilihan kepala daerah jakarta dengar banyak program dan janji dan sering tahu pas jadi tidak dijalankan rasanya malas saja sih
0,debat calon gubernur daerah khusus ibukota ke - februari - segmen mantap ahok sekak sylviana murni dan dan debat final pemilihan kepala daerah jakarta
0,peanyaan ibu silvy agak memaksa debat final pemilihan kepala daerah jakarta
0,tanggal pas pilihan kepala daerah nanti saya tidak akan memilih siapa-siapa ah
0,saya pribadi bakal prefer kok muslim dengan kapabilitas tetapi lihat kondisinya ahok menjadi pilihan pulang realistis buat kemajuan daerah khusus ibukota
0,yang mendukung mas anies bukan berai anti pak ahok begitu pula sebaliknya
0,spanduk tolak salatkan pembela penista agama juga muncul di kalibata
0,debat final pemilihan kepala daerah jakarta telak banget anjing tertawa
0,ayo berlomba program jangan fitnah debat final pemilihan kepala daerah jakarta
0,akhirnya enggak mengantuk lagi yeay debat final pemilihan kepala daerah jakarta
0,aduh dibilang tidak punya program pasangan calon kasihan kasihan kasihan debat final pemilihan kepala daerah jakarta
0,tuntut keadilan bagi penista agama puluhan jawara betawi ikuti aksi jilid ih
0,keras ini ahok debat final pemilihan kepala daerah jakarta
0,pasangan calon anies sandiaga uno februari untuk jakaa indonesia raya oke oke
0,sesuai namanya ronde final dan dan debat final pemilihan kepala daerah jakarta
0,menteri dalam negeri tambah pusing ketika sama emoh keluarkan fatwa status gubernur penista agama
0,tolong adu program
0,genderang perang makin kencang debat final pemilihan kepala daerah jakarta
0,empok sylvi sudah mulai emosi sudah di ude dan debat final pemilihan kepala daerah jakarta
0,some people tidak bisa bedakan kasar sama tegas debat final pemilihan kepala daerah jakarta
0,beliau para pemimpin hebat indonesia kita bangga
0,mungkin bu silvy juga ingin foto sama pak ahok hihi debat final pemilihan kepala daerah jakarta
0,debat final pemilihan kepala daerah jakarta mulai saling serang deh
0,baca ini dulu lah biar mendinginkan suasana debat final pemilihan kepala daerah jakarta
0,ayo berlomba program jangan fitnah doang debat final pemilihan kepala daerah jakarta badjapastimenang
0,pokoknya kalau ahok sudah berbicara aduuuuuuh selesai debat final pemilihan kepala daerah jakarta
0,senjata makan tuan debat final pemilihan kepala daerah jakarta devat final daerah khusus ibukota
0,ahok kekerasan verbal masa koruptor dielus debat final pemilihan kepala daerah jakarta
0,tidak ada program yang mau diserang yang diserang karakternya ahay sudah di ude debat final pemilihan kepala daerah jakarta
0,terkait jakaa tidak ramah anak apa tanggapan pak
0,memang oke oke anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja debat final pemilihan kepala daerah jakarta
0,supoernya mulai kampungan pasangan calon masih berbicara juga debat final pemilihan kepala daerah jakarta
0,mulai seru nih debat final pemilihan kepala daerah jakarta
0,debat final pemilihan kepala daerah jakarta menangis menangis ketonjok lagi
0,jadi debat terakhir nanti malam pilihanmu jatuh ke pasangan calon yang mana debat final pemilihan kepala daerah jakarta debat pilkadadki
0,wkwk sudah sudah pilih anies sandi saja debat final pemilihan kepala daerah jakarta
0,fitnah lebih kejam lah dari pembunuhan debat final pemilihan kepala daerah jakarta
0,mari debatsehat jangan coba pakai datasesat debat final pemilihan kepala daerah jakarta debatfinaldikompastv
0,apapun itu keberanian ahok membongkar mafia anggaran menjadi tonggak penting menuju anggaran pendapatan dan belanja daerah yang kredibel dan akuntabel
0,inilah wujud nasional-is-me dagangannya hebat
0,pak dosen makin kelihatan aslinya
0,dulu di awal kampanye bukannya sudah deklarasi anti sara tadinya gue pikir no lebih lebih baik dari no
0,debat final pemilihan kepala daerah jakarta matang empok silvy di bombardir pak ahok jawaban cerdas pak ahok
0,debat final pemilihan kepala daerah jakarta mohon tenang
0,yang no ini membicarakan hal yang di luar program melulu iya tidak ada bhan iya buat serang lawan capek deh devat final daerah khusus ibukota debat final pemilihan kepala daerah jakarta
0,cinta pak ahok pokoknya debat final pemilihan kepala daerah jakarta
0,debat final pemilihan kepala daerah jakarta enggak cuma ibu yang ingin foto sama ahok bapak juga lo
0,mas agus saya akui malam ini rambut kamu bagus debat final pemilihan kepala daerah jakarta
0,"ahok janji berani tutup tempat hiburan malam yang jual narkotika, psikotropika, dan obat terlarang"
0,agus-sylvi sisipkan bahasa jawa saat debat
0,ahok sudah perhatikan penyandang disabilitas jauuuh sebelum kandidat lain berjanji nobarahokdjarot badjapastijuara
0,ahok keren debat final pemilihan kepala daerah jakarta
0,bagaimana iya tim ahok kok makin disudutkan mungkin karena ini final kali iya
0,ini fakta buat yang asal bunyi badjapastimenang debat final pemilihan kepala daerah jakarta
0,siap-siap meme cctv debat final pemilihan kepala daerah jakarta debat pilkadadki devat final daerah khusus ibukota
0,nyinyir tingkat nasional debat final pemilihan kepala daerah jakarta
0,drama banget itu debat final pemilihan kepala daerah jakarta
0,ini judulnya debat atau menyerang pasangan calon debat final pemilihan kepala daerah jakarta
0,lah kok menyerang begitu iya debat final pemilihan kepala daerah jakarta
0,debat sama bertengkar beda tipis debat final pemilihan kepala daerah jakarta
0,orang tegas dibilang maki-maki orang - - debat final pemilihan kepala daerah jakarta
0,atau perempuan berbeda dengan kaum perempuan debatfinalpilkadajk
0,mantap oke oke anies sandi dalam mengatasi urbanisasi dan lapangan kerja
0,tidak seru ini selalu mengungkit masa lalu kekerasan verbal semua pernah lakukan manusia biasa debat final pemilihan kepala daerah jakarta
0,satu perempuan bukan semua perempuan debat final pemilihan kepala daerah jakarta
0,debat final pemilihan kepala daerah jakarta peanyaan pasangan calon dapat dikategorikan sebagai kekerasan dalam debat
0,pak maafkan saya biarkan malam ini saja saya memposting ujaran kebencian hanya malam ini saja pak xoxo debat final pemilihan kepala daerah jakarta
0,semoga allah memenangkan pak anies-sandi
0,debat final pemilihan kepala daerah jakarta non muslim coblos ahok muslim coblos djarot bagaimana
0,debat final pemilihan kepala daerah jakarta pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan
0,saya beanya kepada bapak presiden dan kepala kepolisian republik indonesia oke oke itu apa debat final pemilihan kepala daerah jakarta
0,kelihatan banget keberpihakan media debat final pemilihan kepala daerah jakarta
0,bagus ini ilustrasinya debat final pemilihan kepala daerah jakarta
0,ahok terlalu keren '
0,isinya lini masa twitter cuma pilihan kepala daerah membosankan sekali
0,mohon tenang mohon tenang debat final pemilihan kepala daerah jakarta
0,ah diulang jawabannya bisa beda kan debat final pemilihan kepala daerah jakarta
0,perasaan bukan peanyaan itu deh yang tadi dijawab om audionya tidak keluar atau ia iya debat final pemilihan kepala daerah jakarta
0,boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan
0,sehatkan warga daerah khusus ibukota melalui jakaaberlari barulah pembangunan dapat sejahterakan warganya debat final pemilihan kepala daerah jakarta
0,kalau kamu diputuskan pacar tanpa sebab mungkin program oke oke bisa jadi solusi nya debat final pemilihan kepala daerah jakarta
0,melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi cara kepemimpinan yang cerdas debat final pemilihan kepala daerah jakarta
0,justru laki-laki lah yang sering mengalami kekerasan verbal berapa kali dirimu dimarahi istrimu ayo mengakui
0,soal gerakan-gerakan ala periksadata debat final pemilihan kepala daerah jakarta
0,mayoritas warga jakaa ingin dipimpin gubernur baru memang iya debat final pemilihan kepala daerah jakarta
0,pasangan calon selalu menyerang pasangan calon nih debat final pemilihan kepala daerah jakarta
0,upaya anies-sandi untuk mendukung perempuan menjadi pelaku usaha kecil menengah debat final pemilihan kepala daerah jakarta
0,salah satu indikator meningkatnya kualitas hidup warga jakarta adalah terus bisa tersenyum sepei pak djarot malam ini
0,tontonan yang wajib ditunggu sehabis debat final pemilihan kepala daerah jakarta
0,pak ahok penyandang disabilitas bukan hanya mereka suatu saat kita juga bisa jadi debat final pemilihan kepala daerah jakarta
0,saat jeda ahok dan djarot sapa ganjar pranowo dari atas panggung
0,sayang hyung cuma pencitraan wkwk
0,masih ingat sama ibu penjual kue di balai kota cuma pak ahok yang tahu kalau sih ibu sakit ibu itu langsung diurus ke rumah sakit ini bukan pencitraan
0,biar jajan naik sejuta
0,bio gue belum diganti astagfirullah rusak pencitraan cewek cantik
0,matanajwadebatjakaa iya ampun sudah closing pernyataan masih saja commentnya seperti begitu iya
0,ha sudah closing pernyataan cepat benar debat final pemilihan kepala daerah jakarta
0,debat final pemilihan kepala daerah jakarta kali ini keren biasanya ada sesi tanya-jawab kali ini ada sesi curhat
0,ketiga pasangan calon gagal menjawab peanyaan yang jawabannya harus memuji kebaikan pasangan calon lain
0,mari berjuang bersama susilo bambang yudhoyono untuk memenangkan saduddindhani di pilkadakabbekasi bekasi sah bekasiberjaya
0,jikapun aparatur bisa dibeli kiai dan santri oplosan dibeli masih ada yang asli siap melawan ke tidak adilan
0,pasangan mana yang unggul dalam debat kandidat gubernur-wagub daerah khusus ibukota jakaa malam ini
0,keberagaman itu datang dari hati terdalam bukan dari pencitraan tetap jktberagam
0,membangun bangsa dan negara ini tidak cukup dengan metoda pencitraan saja tanpa teruji lewat rekam jejak dan integritas tokohnya
0,bersikap baik dan menjaga perilaku di depan umum bukan berai pencitraan bukan pula menjadi orang lain
0,saat jujur ada yang curiga saat berbuat baik ada yang menuduh pencitraan saat bahagia ada yang iri abaikan
0,umat islam yang peduli agama mereka tentu tidak akan tergoda dengan trik konyol sepei ini insyaallah umat islam sudah sadar
0,aniesintoleran anies baswedan tidak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin
0,apakah perlu semua berita ahok harus menggunakan penista agama misalnya penista agama sedang kampanye di jakaa pusat
0,apakah tidak sadis jika semua berita tentang ahok judulnya diawali degan terdakwa penista agama bukan menggunakan nama
0,kemarin kan ada berita tentang penyakit mengingitis dari babi maksud gue apa menyambungnya sama ahok
0,ais korea bisa world tour ahmad dhani bisa
0,ahok di jakaa daging babi di bali apa hubungan nya iya
0,ahmad dhani bangkrut ditagih utang melalui video mantan istrinya jadi janda kayak raya hampir setahun berlalu
0,ahmad dhani sentil ahok eh sandiaga uno cengar cengir melalui
0,hehhee makanya jangan mengagumi sesorng berlebihan kecuali kepada rasulullah
0,matanajwadebatjakaa acara sudah habis menurut kalian debat sapa yang betul-betul memaparkan program dan solusi
0,mereka koruptor meletakkan kitab suci ditempat paling rendah tapi masih sok jadi pemilik kapling surga
0,wow dukungan rakyat palestina ke ahok yang dituduhsbg penista agama mereka mengelu kan ahok ahok is the best
0,pencitraan di media sosial itu boleh-boleh saja tapi harus bisa tanggung jawab sama citra yang sudah dibuat jangan sampai jadi malu-maluin kasihan
0,kasus kicauan ahmad dhani dilimpahkan ke polisi resor metro jakaa selatan
0,komplit banget ya heran nya masih saja yang percaya dan idolain dia
